id,year,sender,target,rt_censor,eco,multi,intensity,maingoals1,maingoals2,maingoals3,maingoals4,measures1,measures2,measures3,measures4,measures5,measures6,democ
103,2000,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2001,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2002,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2003,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2004,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2005,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2006,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2007,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2008,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2009,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
103,2010,US,Sudan,1,1,2,4,TR,,,,AS, DS, FS, CE,,,no
104,1994,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,1995,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,1996,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,1997,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,1998,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,1999,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2000,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2001,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2002,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2003,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2004,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2005,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2006,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2007,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2008,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2009,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
104,2010,EU,Sudan,1,1,2,3,PC,,,,AE, AS,,,,,no
105,1996,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,1997,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,1998,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,1999,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2000,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2001,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2002,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2003,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2004,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2005,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2006,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2007,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2008,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2009,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
105,2010,UN,Sudan,1,1,2,2,TR,,,,VB, DS, AE,,,,no
106,2005,UN,Sudan,1,1,2,2,PC,,,,AE,,,,,,no
106,2006,UN,Sudan,1,1,2,2,PC,,,,AE,,,,,,no
106,2007,UN,Sudan,1,1,2,2,PC,,,,AE,,,,,,no
106,2008,UN,Sudan,1,1,2,2,PC,,,,AE,,,,,,no
106,2009,UN,Sudan,1,1,2,2,PC,,,,AE,,,,,,no
106,2010,UN,Sudan,1,1,2,2,PC,,,,AE,,,,,,no
107,1986,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1987,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1988,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1989,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1990,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1991,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1992,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1993,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1994,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1995,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1996,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1997,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1998,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,1999,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,2000,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,2001,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,2002,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
107,2003,US,Syria,0,1,1,4,TR, MD,,,AE, CE, AS, DS,,,no
108,1987,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
108,1988,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
108,1989,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
108,1990,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
108,1991,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
108,1992,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
108,1993,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
108,1994,EU,Syria,0,1,1,2,TR,,,,AE,,,,,,no
109,2004,US,Syria,1,1,0,2,TR, MD,,,AE, AF,,,,,no
109,2005,US,Syria,1,1,0,2,TR, MD,,,AE, AF,,,,,no
109,2006,US,Syria,1,1,0,2,TR, MD,,,AE, AF,,,,,no
109,2007,US,Syria,1,1,0,2,TR, MD,,,AE, AF,,,,,no
109,2008,US,Syria,1,1,0,2,TR, MD,,,AE, AF,,,,,no
109,2009,US,Syria,1,1,0,2,TR, MD,,,AE, AF,,,,,no
109,2010,US,Syria,1,1,0,2,TR, MD,,,AE, AF,,,,,no
110,1991,US,Thailand,0,1,0,3,DM,,,,IM, AS,,,,,yes
110,1992,US,Thailand,0,1,0,3,DM,,,,IM, AS,,,,,yes
111,1992,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
111,1993,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
111,1994,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
111,1995,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
112,1998,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
112,1999,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
112,2000,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
112,2001,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
112,2002,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
112,2003,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
112,2004,EU,Togo,0,1,0,3,DM,,,,AS,,,,,,yes
113,1995,EU,Turkey,0,1,0,3,DM, HR,,,AS,,,,,,yes
114,2005,EU,Uzbekistan,0,1,1,2,HR,,,,VB, AE, DS,,,,no
114,2006,EU,Uzbekistan,0,1,1,2,HR,,,,VB, AE, DS,,,,no
114,2007,EU,Uzbekistan,0,1,1,2,HR,,,,VB, AE, DS,,,,no
114,2008,EU,Uzbekistan,0,1,1,2,HR,,,,VB, AE, DS,,,,no
114,2009,EU,Uzbekistan,0,1,1,2,HR,,,,VB, AE, DS,,,,no
115,2005,US,Uzbekistan,1,0,1,2,DM, HR,,,IM,,,,,,yes
115,2006,US,Uzbekistan,1,0,1,2,DM, HR,,,IM,,,,,,yes
115,2007,US,Uzbekistan,1,0,1,2,DM, HR,,,IM,,,,,,yes
115,2008,US,Uzbekistan,1,0,1,2,DM, HR,,,IM,,,,,,yes
115,2009,US,Uzbekistan,1,0,1,2,DM, HR,,,IM,,,,,,yes
115,2010,US,Uzbekistan,1,0,1,2,DM, HR,,,IM,,,,,,yes
116,2006,US,Venezuela,1,1,0,3,ES,,,,AE,,,,,,no
116,2007,US,Venezuela,1,1,0,3,ES,,,,AE,,,,,,no
116,2008,US,Venezuela,1,1,0,3,ES,,,,AE,,,,,,no
116,2009,US,Venezuela,1,1,0,3,ES,,,,AE,,,,,,no
116,2010,US,Venezuela,1,1,0,3,ES,,,,AE,,,,,,no
117,1975,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1976,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1977,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1978,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1979,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1980,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1981,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1982,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1983,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1984,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1985,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1986,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1987,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1988,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1989,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1990,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1991,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1992,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1993,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
117,1994,US,Vietnam,0,1,0,5,PC, HR,,,CT, AE,,,,,no
118,1990,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
118,1991,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
118,1992,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
118,1993,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
118,1994,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
118,1995,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
118,1996,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
118,1997,US,Yemen,0,1,0,3,ES,,,,AS, AE,,,,,no
119,1996,EU,Zambia,0,1,0,3,DM, HR,,,AS,,,,,,yes
119,1997,EU,Zambia,0,1,0,3,DM, HR,,,AS,,,,,,yes
119,1998,EU,Zambia,0,1,0,3,DM, HR,,,AS,,,,,,yes
119,1999,EU,Zambia,0,1,0,3,DM, HR,,,AS,,,,,,yes
120,2002,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2003,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2004,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2005,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2006,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2007,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2008,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2009,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
120,2010,EU,Zimbabwe,1,1,1,3,DM, HR,,,VB, AF, AE, AS,,,yes
121,2002,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2003,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2004,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2005,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2006,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2007,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2008,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2009,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
121,2010,US,Zimbabwe,1,1,1,4,DM,,,,VB, FS,,,,,yes
